account_id,name,delivery_address,phone_number,device_fingerprint,payout_account,ip_address,account_age_days,ground_truth_group,ground_truth_id
ACC00160,Reyansh Malhotra,"House 57946, Block 629, Hill Road, Ahmedabad - 380764",+91-8208515346,DEV-macOS-15-713196525420,BANKACC-2579160219,43.57.207.248,238,background,
ACC00161,Meera Bhatt,"House 140056, Block 299, Model Town, Ahmedabad - 380998",+91-9443347823,DEV-Android-14-348586627110,3381378447@upi,215.1.109.250,389,background,
ACC00162,Karan Nair,"House 775790, Block 608, Green Avenue, Ahmedabad - 380578",+91-8134976408,DEV-macOS-15-291767440958,BANKACC-6140506257,1.92.253.224,35,background,
ACC00163,Reyansh Kapoor,"House 518914, Block 728, Lake View, Jaipur - 302766",+91-7267122630,DEV-iOS-17-772368220566,2699527784@upi,83.44.49.143,369,background,
ACC00164,Aadhya Bose,"House 861813, Block 526, Model Town, Ahmedabad - 380737",+91-9071122083,DEV-macOS-15-470659096270,BANKACC-9310122708,90.18.62.252,657,background,
ACC00165,Aditya Kumar,"House 97788, Block 414, Civil Lines, Ludhiana - 141130",+91-7601625637,DEV-Android-14-517445299416,8164544027@upi,65.53.231.137,722,background,
ACC00166,Isha Nair,"House 274134, Block 119, Ring Road, Kolkata - 700275",+91-7405112124,DEV-macOS-15-461843018340,BANKACC-8620039453,50.161.101.65,32,background,
ACC00167,Aditya Malhotra,"House 639250, Block 433, Green Avenue, Ahmedabad - 380160",+91-7632745345,DEV-macOS-15-865897408046,3048950320@upi,189.133.12.218,780,background,
ACC00168,Priya Iyer,"House 618916, Block 537, Green Avenue, Mumbai - 400601",+91-7384820958,DEV-Windows-11-944660313064,4971004735@upi,162.14.223.48,475,background,
ACC00169,Dev Singh,"House 820505, Block 161, Green Avenue, Mumbai - 400620",+91-7863548124,DEV-Android-13-314504676425,5547492300@upi,112.128.148.217,356,background,
ACC00170,Pooja Kumar,"House 913152, Block 797, Ring Road, Ludhiana - 141773",+91-9209436054,DEV-Windows-11-570781449350,BANKACC-8157090326,42.115.244.3,649,background,
ACC00171,Pooja Bhatt,"House 984184, Block 392, Station Road, Bengaluru - 560355",+91-8914669335,DEV-iOS-17-987965872175,4711374228@upi,21.156.223.25,256,background,
ACC00172,Myra Kumar,"House 382783, Block 609, Hill Road, Kolkata - 700479",+91-9650580195,DEV-Android-14-793173802183,6457265561@upi,75.75.167.237,746,background,
ACC00173,Yash Sharma,"House 220158, Block 917, Green Avenue, Hyderabad - 500319",+91-8690564488,DEV-iOS-17-149688961037,8785902086@upi,78.191.7.213,357,background,
ACC00174,Saanvi Bhatt,"House 50881, Block 360, Green Avenue, Jaipur - 302538",+91-7772857229,DEV-macOS-15-771461181062,BANKACC-2943323113,197.139.135.104,701,background,
ACC00175,Siddharth Kapoor,"House 230746, Block 407, MG Road, Ahmedabad - 380340",+91-9875449830,DEV-Windows-11-672004318608,5784516267@upi,166.26.121.32,405,background,
ACC00176,Vivaan Rao,"House 201535, Block 18, Lake View, Pune - 411836",+91-9435115232,DEV-iOS-17-620748367130,9751116230@upi,32.43.230.172,829,background,
ACC00177,Pooja Iyer,"House 169135, Block 291, Ring Road, Jaipur - 302133",+91-7269926865,DEV-Android-13-164174080766,1666519150@upi,68.87.170.75,744,background,
ACC00178,Nikhil Joshi,"House 774416, Block 38, Model Town, Mumbai - 400408",+91-9646437677,DEV-iOS-18-569912583612,BANKACC-5026534765,159.179.88.43,421,background,
ACC00179,Aditya Malhotra,"House 796571, Block 780, Ring Road, Hyderabad - 500421",+91-7460577971,DEV-Android-14-857863136594,BANKACC-7174448824,74.164.218.224,70,background,
ACC00180,Tanvi Kumar,"House 307665, Block 752, Ring Road, Delhi - 110451",+91-9066668543,DEV-macOS-15-365517287840,BANKACC-3608507024,127.86.141.72,560,background,
ACC00181,Aadhya Rao,"House 623546, Block 923, Park Street, Bengaluru - 560327",+91-9080565565,DEV-Windows-11-714329309994,BANKACC-5021549581,17.13.104.111,78,background,
ACC00182,Dev Kapoor,"House 440962, Block 831, Green Avenue, Pune - 411770",+91-7711186088,DEV-Windows-11-591218457164,5253003849@upi,169.137.127.21,558,background,
ACC00183,Varun Bhatt,"House 491812, Block 958, Sector 12, Ludhiana - 141641",+91-8805999880,DEV-Windows-11-164665301937,5334324302@upi,115.131.235.85,444,background,
ACC00184,Priya Bose,"House 962199, Block 513, Civil Lines, Ludhiana - 141588",+91-7542648337,DEV-Android-14-185668784503,BANKACC-4887510948,1.93.196.137,660,background,
ACC00185,Varun Sharma,"House 569982, Block 974, Park Street, Delhi - 110105",+91-9823197011,DEV-Android-14-663975295927,6774051933@upi,73.78.105.74,683,background,
ACC00186,Arjun Kapoor,"House 905791, Block 943, Sector 12, Delhi - 110156",+91-9268254287,DEV-macOS-15-998945749858,BANKACC-3582031721,50.89.63.173,237,background,
ACC00187,Isha Joshi,"House 993521, Block 9, Hill Road, Ahmedabad - 380109",+91-8580240679,DEV-iOS-18-873973489330,2834745645@upi,208.96.134.170,749,background,
ACC00188,Reyansh Iyer,"House 439809, Block 242, Hill Road, Ludhiana - 141448",+91-9955092737,DEV-macOS-15-818603510344,BANKACC-3887650666,60.162.139.21,505,background,
ACC00189,Sai Mehta,"House 636670, Block 412, Civil Lines, Chennai - 600677",+91-9247482695,DEV-iOS-17-397609297251,BANKACC-2698409890,29.135.216.250,402,background,
ACC00190,Vivaan Kapoor,"House 759340, Block 983, Sector 12, Bengaluru - 560176",+91-7063497847,DEV-Android-14-259301270009,3475279365@upi,146.175.16.3,50,background,
ACC00191,Meera Joshi,"House 21724, Block 23, Lake View, Jaipur - 302102",+91-7466156704,DEV-iOS-18-500219225209,BANKACC-1646174281,99.115.204.159,803,background,
ACC00192,Vihaan Sharma,"House 178604, Block 593, Hill Road, Chennai - 600336",+91-8648471351,DEV-Android-13-282511407348,BANKACC-7523351399,147.50.152.243,857,background,
ACC00193,Tanvi Bose,"House 300272, Block 920, Civil Lines, Chennai - 600770",+91-8078976637,DEV-Android-14-141366924406,7402684128@upi,79.91.4.83,395,background,
ACC00194,Priya Rao,"House 610403, Block 631, Green Avenue, Delhi - 110521",+91-9431429944,DEV-Windows-11-192517926530,BANKACC-6430653616,106.177.62.46,39,background,
ACC00195,Simran Kapoor,"House 454894, Block 163, Civil Lines, Chennai - 600083",+91-7529922572,DEV-Windows-11-933118001862,9366156239@upi,45.135.4.77,832,background,
ACC00196,Myra Chauhan,"House 12052, Block 872, Green Avenue, Chennai - 600714",+91-9910527657,DEV-macOS-15-973639145075,1703405258@upi,123.17.216.16,552,background,
ACC00197,Yash Rao,"House 417253, Block 637, Sector 12, Hyderabad - 500501",+91-7460769639,DEV-Windows-11-167515576616,BANKACC-8640805802,163.133.120.183,459,background,
ACC00198,Priya Iyer,"House 969457, Block 131, Green Avenue, Ludhiana - 141023",+91-8106997298,DEV-Android-14-297621632981,BANKACC-9483115601,103.132.187.25,194,background,
ACC00199,Yash Agarwal,"House 378200, Block 200, Lake View, Kolkata - 700784",+91-7725063084,DEV-iOS-18-934003439272,7236339314@upi,58.164.251.138,136,background,
ACC00200,Aadhya Verma,"House 674194, Block 856, Station Road, Kolkata - 700309",+91-7213747363,DEV-iOS-17-778393611678,4015421897@upi,64.6.215.186,468,background,
ACC00201,Rohan Patel,"House 446389, Block 800, Hill Road, Mumbai - 400251",+91-8952327071,DEV-Android-13-896583689403,BANKACC-2274750711,109.69.38.48,619,background,
ACC00202,Vihaan Sharma,"House 286594, Block 454, Park Street, Chennai - 600209",+91-8323172101,DEV-iOS-17-569688791219,1288392304@upi,63.174.156.78,336,background,
ACC00203,Rohan Pillai,"House 108667, Block 413, MG Road, Ahmedabad - 380451",+91-7744840221,DEV-iOS-17-454664776751,BANKACC-4400538797,180.215.135.52,534,background,
ACC00204,Arjun Sharma,"House 515133, Block 755, Station Road, Kolkata - 700853",+91-8263776421,DEV-Android-13-804538509082,BANKACC-1200419385,210.249.153.63,687,background,
ACC00205,Meera Nair,"House 787555, Block 501, Model Town, Ahmedabad - 380269",+91-9787398478,DEV-macOS-15-138111502598,5922890087@upi,99.136.37.201,303,background,
ACC00206,Aditya Chauhan,"House 16231, Block 78, Civil Lines, Bengaluru - 560102",+91-9527856119,DEV-Android-14-531818652479,5273891527@upi,218.4.33.53,47,background,
ACC00207,Varun Bhatt,"House 265809, Block 788, Sector 12, Ludhiana - 141045",+91-7272059300,DEV-iOS-17-937094967324,BANKACC-9740216365,112.248.66.223,454,background,
ACC00208,Varun Agarwal,"House 448252, Block 129, Ring Road, Bengaluru - 560413",+91-9566387639,DEV-iOS-17-577650961953,BANKACC-2678349652,217.180.76.51,28,background,
ACC00209,Saanvi Reddy,"House 200184, Block 713, Model Town, Chennai - 600461",+91-7543955625,DEV-Windows-11-337127885370,BANKACC-4139745868,79.77.182.117,420,background,
ACC00210,Isha Reddy,"House 852622, Block 56, Sector 12, Bengaluru - 560265",+91-7641413776,DEV-macOS-15-408385266429,BANKACC-5451402015,9.141.31.241,215,background,
ACC00211,Karan Singh,"House 130752, Block 297, Lake View, Pune - 411905",+91-9810630367,DEV-iOS-18-739323272819,9935271614@upi,159.124.87.134,147,background,
ACC00212,Vihaan Mehta,"House 533249, Block 781, Park Street, Jaipur - 302448",+91-8839241290,DEV-Android-13-934901562207,BANKACC-1356041875,59.240.27.193,216,background,
ACC00213,Ananya Nair,"House 32810, Block 352, Ring Road, Jaipur - 302272",+91-7578892119,DEV-iOS-17-446650963619,BANKACC-3951314951,76.83.22.153,23,background,
ACC00214,Reyansh Kapoor,"House 756648, Block 599, Hill Road, Delhi - 110350",+91-9785414042,DEV-iOS-18-578641470199,BANKACC-7965454946,70.17.195.186,760,background,
ACC00215,Kiara Agarwal,"House 434349, Block 122, Green Avenue, Bengaluru - 560713",+91-9419178790,DEV-Android-14-936318019604,9948422611@upi,21.113.196.10,84,background,
ACC00216,Ishaan Pillai,"House 34180, Block 668, Green Avenue, Bengaluru - 560738",+91-9397582255,DEV-iOS-18-871174352724,3483314578@upi,22.249.105.216,39,background,
ACC00217,Isha Chatterjee,"House 265213, Block 970, Station Road, Hyderabad - 500849",+91-8275214344,DEV-macOS-15-343306873474,BANKACC-4833738682,199.193.83.188,452,background,
ACC00218,Vivaan Chatterjee,"House 257372, Block 374, Sector 12, Hyderabad - 500049",+91-7455379009,DEV-iOS-17-609211197436,BANKACC-8415211248,92.246.65.170,872,background,
ACC00219,Aarav Kumar,"House 967592, Block 578, Lake View, Hyderabad - 500165",+91-7426293391,DEV-iOS-18-252980669076,6257459342@upi,182.80.67.43,836,background,
ACC00220,Yash Gupta,"House 563862, Block 383, Green Avenue, Pune - 411259",+91-7176540323,DEV-iOS-18-834311093915,5610186739@upi,15.75.65.18,596,background,
ACC00221,Diya Gupta,"House 937050, Block 261, Lake View, Pune - 411258",+91-7557933457,DEV-Android-14-628871477187,4983904135@upi,160.120.39.181,94,background,
ACC00222,Varun Chauhan,"House 455352, Block 314, Lake View, Ahmedabad - 380256",+91-8447079377,DEV-macOS-15-178983444494,BANKACC-9366689688,26.166.241.88,283,background,
ACC00223,Rohan Reddy,"House 452450, Block 736, Civil Lines, Kolkata - 700307",+91-7570159594,DEV-macOS-15-327976840634,1604401099@upi,157.150.9.30,588,background,
ACC00224,Vihaan Iyer,"House 655459, Block 445, MG Road, Chennai - 600798",+91-9849489983,DEV-Windows-11-888640509722,3881448719@upi,31.239.93.220,483,background,
ACC00225,Kiara Nair,"House 60631, Block 468, Station Road, Jaipur - 302542",+91-7763669812,DEV-iOS-17-277263588357,BANKACC-6642571063,59.84.98.62,311,background,
ACC00226,Karan Mehta,"House 771859, Block 17, Station Road, Ludhiana - 141289",+91-8762433908,DEV-macOS-15-569782102705,8143053617@upi,202.89.14.180,386,background,
ACC00227,Dev Pillai,"House 986710, Block 799, Civil Lines, Chennai - 600018",+91-7278349934,DEV-iOS-18-213907412911,BANKACC-5569092976,167.20.184.212,782,background,
ACC00228,Neha Rao,"House 612439, Block 446, Green Avenue, Ludhiana - 141590",+91-9527257222,DEV-macOS-15-132787176114,2946423787@upi,124.39.219.190,583,background,
ACC00229,Kiara Chatterjee,"House 188104, Block 896, Station Road, Mumbai - 400703",+91-9111237847,DEV-Android-14-184224650804,7877893145@upi,198.21.50.70,263,background,
ACC00230,Sai Chauhan,"House 708184, Block 586, Model Town, Bengaluru - 560214",+91-7922864584,DEV-Android-14-135571256821,1388577025@upi,162.229.1.242,656,background,
ACC00231,Dev Bhatt,"House 756502, Block 211, Civil Lines, Pune - 411239",+91-8458088509,DEV-iOS-17-392179300398,BANKACC-4880358613,116.74.152.161,808,background,
ACC00232,Riya Chauhan,"House 78744, Block 392, Station Road, Jaipur - 302003",+91-7542178596,DEV-iOS-17-358725716693,7876684480@upi,39.210.126.156,827,background,
ACC00233,Simran Sharma,"House 66978, Block 27, Civil Lines, Ludhiana - 141745",+91-7240836368,DEV-Android-14-987426768767,2783059672@upi,47.33.146.107,448,background,
ACC00234,Pooja Joshi,"House 376735, Block 312, Lake View, Bengaluru - 560306",+91-7415776239,DEV-iOS-17-720785663598,4326144456@upi,193.141.144.166,63,background,
ACC00235,Rohan Malhotra,"House 69139, Block 516, Green Avenue, Kolkata - 700947",+91-7864110717,DEV-Windows-11-159758451138,BANKACC-8519771782,114.126.26.58,22,background,
ACC00236,Tanvi Verma,"House 853629, Block 734, Ring Road, Chennai - 600469",+91-8644779112,DEV-iOS-17-815972973604,BANKACC-5505947565,109.226.252.102,135,background,
ACC00237,Neha Patel,"House 51750, Block 290, Civil Lines, Ludhiana - 141098",+91-9658920095,DEV-iOS-18-716693157428,BANKACC-4767173121,59.15.93.89,469,background,
ACC00238,Krishna Bose,"House 326898, Block 695, Station Road, Hyderabad - 500765",+91-7752587837,DEV-iOS-17-234947330140,BANKACC-6419074525,117.22.161.196,624,background,
ACC00239,Dev Patel,"House 237536, Block 436, Park Street, Mumbai - 400570",+91-7025820216,DEV-Android-13-786026213472,1403922902@upi,220.85.190.27,65,background,
ACC00240,Simran Joshi,"House 756074, Block 843, Station Road, Pune - 411560",+91-7032837551,DEV-iOS-18-992120165325,BANKACC-2705421494,58.128.31.99,500,background,
ACC00241,Riya Joshi,"House 792270, Block 691, Green Avenue, Delhi - 110467",+91-9677545086,DEV-Windows-11-322540374771,BANKACC-3676707631,124.222.84.136,838,background,
ACC00242,Priya Pillai,"House 974589, Block 499, Civil Lines, Ludhiana - 141196",+91-8612292649,DEV-iOS-17-196558351771,5748727244@upi,53.34.17.216,838,background,
ACC00243,Nikhil Gupta,"House 197981, Block 750, Green Avenue, Mumbai - 400837",+91-7290723789,DEV-macOS-15-753130873649,7226623550@upi,16.215.161.67,681,background,
ACC00244,Vivaan Patel,"House 718350, Block 878, Sector 12, Jaipur - 302467",+91-7967392952,DEV-Windows-11-961274426166,6979103815@upi,131.105.111.170,680,background,
ACC00245,Diya Chauhan,"House 160390, Block 7, Ring Road, Hyderabad - 500690",+91-8618240404,DEV-iOS-17-614412806055,4638488106@upi,11.216.148.192,527,background,
ACC00246,Ananya Pillai,"House 720215, Block 189, Model Town, Kolkata - 700285",+91-9370681866,DEV-iOS-18-583756896282,1910740300@upi,135.26.69.214,475,background,
ACC00247,Dev Agarwal,"House 679051, Block 331, MG Road, Chennai - 600398",+91-8776726397,DEV-Android-14-760614903809,BANKACC-6341106452,184.245.150.75,305,background,
ACC00248,Varun Chatterjee,"House 864107, Block 36, Green Avenue, Jaipur - 302369",+91-8559233831,DEV-iOS-17-145341764459,BANKACC-2737226705,32.40.95.233,849,background,
ACC00249,Diya Mehta,"House 234840, Block 943, Park Street, Ludhiana - 141225",+91-8014813337,DEV-Windows-11-445008514069,BANKACC-8224344784,172.146.28.234,548,background,
ACC00250,Meera Chauhan,"House 402138, Block 193, MG Road, Bengaluru - 560965",+91-9769893855,DEV-macOS-15-569927302487,BANKACC-2905669924,123.190.208.172,449,background,
ACC00251,Sai Sharma,"House 683014, Block 772, Hill Road, Kolkata - 700496",+91-9487374465,DEV-Android-14-147992576439,BANKACC-9433564522,209.14.135.198,578,background,
ACC00252,Tanvi Bose,"House 419765, Block 871, Park Street, Kolkata - 700253",+91-7290273188,DEV-Android-14-852976671765,3040287867@upi,33.233.139.252,194,background,
ACC00253,Ananya Malhotra,"House 563316, Block 807, Station Road, Pune - 411770",+91-8878436262,DEV-macOS-15-235893818291,BANKACC-9122409705,203.241.211.65,568,background,
ACC00254,Priya Rao,"House 639212, Block 513, Model Town, Kolkata - 700526",+91-7049413175,DEV-macOS-15-627043385318,4395536551@upi,174.84.3.205,459,background,
ACC00255,Rohan Mehta,"House 436989, Block 519, Station Road, Mumbai - 400829",+91-7749422404,DEV-iOS-18-437750325723,2556345769@upi,216.156.81.238,265,background,
ACC00256,Priya Mehta,"House 499280, Block 109, Model Town, Delhi - 110757",+91-9849939319,DEV-Android-14-723494412328,BANKACC-3361496254,6.65.118.221,28,background,
ACC00257,Pooja Rao,"House 678310, Block 116, Green Avenue, Kolkata - 700247",+91-8549670918,DEV-iOS-18-456458726150,1899566701@upi,10.116.167.21,896,background,
ACC00258,Diya Sharma,"House 557583, Block 640, Green Avenue, Kolkata - 700475",+91-9480243313,DEV-iOS-18-657924382165,8730696246@upi,155.236.31.35,833,background,
ACC00259,Diya Sharma,"House 836199, Block 355, MG Road, Delhi - 110721",+91-7583841751,DEV-Android-13-500731034981,BANKACC-2493936203,75.51.115.23,362,background,
ACC00260,Simran Kumar,"House 893129, Block 779, Model Town, Kolkata - 700862",+91-7373283642,DEV-Android-14-921986467148,4661702554@upi,20.238.240.144,855,background,
ACC00261,Aadhya Chatterjee,"House 667396, Block 522, Civil Lines, Jaipur - 302704",+91-9260354152,DEV-Android-13-229741434029,3092970361@upi,137.200.169.14,316,background,
ACC00262,Rohan Agarwal,"House 819258, Block 527, Civil Lines, Ludhiana - 141311",+91-9318617765,DEV-Android-14-544833799130,8747975515@upi,44.142.209.232,812,background,
ACC00263,Ananya Agarwal,"House 959595, Block 351, Ring Road, Ludhiana - 141583",+91-9795391054,DEV-iOS-18-480245575525,BANKACC-4083421209,125.15.73.170,217,background,
ACC00264,Dev Verma,"House 496564, Block 832, Lake View, Chennai - 600542",+91-8890372905,DEV-iOS-18-485733626425,2883496127@upi,104.63.209.96,179,background,
ACC00265,Varun Singh,"House 759984, Block 990, Sector 12, Jaipur - 302286",+91-9588633833,DEV-Android-14-893455499117,8188748449@upi,162.1.169.43,761,background,
ACC00266,Aditya Chauhan,"House 420163, Block 234, Lake View, Bengaluru - 560393",+91-9233616049,DEV-iOS-17-934254099758,6089193245@upi,88.137.27.193,203,background,
ACC00267,Rohan Patel,"House 396552, Block 911, Station Road, Kolkata - 700564",+91-7737926487,DEV-iOS-17-825235265214,1631029888@upi,199.188.146.99,421,background,
ACC00268,Rohan Rao,"House 447275, Block 285, Station Road, Chennai - 600497",+91-8415537835,DEV-iOS-18-550884889928,8360517788@upi,105.177.190.17,307,background,
ACC00269,Isha Patel,"House 853649, Block 273, Park Street, Chennai - 600086",+91-8747969865,DEV-Android-14-765255089733,7042631716@upi,54.43.65.123,460,background,
ACC00270,Arjun Bhatt,"House 381307, Block 61, Lake View, Pune - 411234",+91-9960754641,DEV-macOS-15-249279426750,BANKACC-1289344555,182.240.100.237,783,background,
ACC00271,Simran Pillai,"House 532740, Block 25, Station Road, Kolkata - 700729",+91-9436860360,DEV-Windows-11-521564787653,BANKACC-3069532160,199.89.43.142,578,background,
